Quarter,Benefit_Group,Continuous_duration,Gender,Age_Group,Ethnicity,Count
MAR12,Supported Living,1 year or less,Female,18-24,NZ European,114
MAR12,Supported Living,1 year or less,Female,18-24,Maori,116
MAR12,Supported Living,1 year or less,Female,18-24,Pacific Island,53
MAR12,Supported Living,1 year or less,Female,18-24,Other,29
MAR12,Supported Living,1 year or less,Female,18-24,Unspecified,8
MAR12,Supported Living,1 year or less,Female,25-39,Ethnicity suppressed,426
MAR12,Supported Living,1 year or less,Female,40-54,NZ European,338
MAR12,Supported Living,1 year or less,Female,40-54,Maori,229
MAR12,Supported Living,1 year or less,Female,40-54,Pacific Island,115
MAR12,Supported Living,1 year or less,Female,40-54,Other,151
MAR12,Supported Living,1 year or less,Female,40-54,Unspecified,43
MAR12,Supported Living,1 year or less,Female,55-64,NZ European,364
MAR12,Supported Living,1 year or less,Female,55-64,Maori,150
MAR12,Supported Living,1 year or less,Female,55-64,Pacific Island,48
MAR12,Supported Living,1 year or less,Female,55-64,Other,154
MAR12,Supported Living,1 year or less,Female,55-64,Unspecified,87
MAR12,Supported Living,1 year or less,Male,18-24,NZ European,152
MAR12,Supported Living,1 year or less,Male,18-24,Maori,128
MAR12,Supported Living,1 year or less,Male,18-24,Pacific Island,43
MAR12,Supported Living,1 year or less,Male,18-24,Other,36
MAR12,Supported Living,1 year or less,Male,18-24,Unspecified,17
MAR12,Supported Living,1 year or less,Male,25-39,Ethnicity suppressed,434
MAR12,Supported Living,1 year or less,Male,40-54,NZ European,330
MAR12,Supported Living,1 year or less,Male,40-54,Maori,241
MAR12,Supported Living,1 year or less,Male,40-54,Pacific Island,65
MAR12,Supported Living,1 year or less,Male,40-54,Other,94
MAR12,Supported Living,1 year or less,Male,40-54,Unspecified,27
MAR12,Supported Living,1 year or less,Male,55-64,NZ European,397
MAR12,Supported Living,1 year or less,Male,55-64,Maori,151
MAR12,Supported Living,1 year or less,Male,55-64,Pacific Island,55
MAR12,Supported Living,1 year or less,Male,55-64,Other,172
MAR12,Supported Living,1 year or less,Male,55-64,Unspecified,80
MAR12,Supported Living,More than 1 year,Female,18-24,NZ European,1484
MAR12,Supported Living,More than 1 year,Female,18-24,Maori,746
MAR12,Supported Living,More than 1 year,Female,18-24,Pacific Island,217
MAR12,Supported Living,More than 1 year,Female,18-24,Other,283
MAR12,Supported Living,More than 1 year,Female,18-24,Unspecified,64
MAR12,Supported Living,More than 1 year,Female,25-39,NZ European,3784
MAR12,Supported Living,More than 1 year,Female,25-39,Maori,2079
MAR12,Supported Living,More than 1 year,Female,25-39,Pacific Island,603
MAR12,Supported Living,More than 1 year,Female,25-39,Other,824
MAR12,Supported Living,More than 1 year,Female,25-39,Unspecified,71
MAR12,Supported Living,More than 1 year,Female,40-54,NZ European,8440
MAR12,Supported Living,More than 1 year,Female,40-54,Maori,4070
MAR12,Supported Living,More than 1 year,Female,40-54,Pacific Island,995
MAR12,Supported Living,More than 1 year,Female,40-54,Other,2599
MAR12,Supported Living,More than 1 year,Female,40-54,Unspecified,351
MAR12,Supported Living,More than 1 year,Female,55-64,NZ European,8267
MAR12,Supported Living,More than 1 year,Female,55-64,Maori,2945
MAR12,Supported Living,More than 1 year,Female,55-64,Pacific Island,843
MAR12,Supported Living,More than 1 year,Female,55-64,Other,2710
MAR12,Supported Living,More than 1 year,Female,55-64,Unspecified,787
MAR12,Supported Living,More than 1 year,Male,18-24,NZ European,1926
MAR12,Supported Living,More than 1 year,Male,18-24,Maori,928
MAR12,Supported Living,More than 1 year,Male,18-24,Pacific Island,243
MAR12,Supported Living,More than 1 year,Male,18-24,Other,402
MAR12,Supported Living,More than 1 year,Male,18-24,Unspecified,75
MAR12,Supported Living,More than 1 year,Male,25-39,NZ European,4693
MAR12,Supported Living,More than 1 year,Male,25-39,Maori,2692
MAR12,Supported Living,More than 1 year,Male,25-39,Pacific Island,574
MAR12,Supported Living,More than 1 year,Male,25-39,Other,1017
MAR12,Supported Living,More than 1 year,Male,25-39,Unspecified,60
MAR12,Supported Living,More than 1 year,Male,40-54,NZ European,9255
MAR12,Supported Living,More than 1 year,Male,40-54,Maori,4065
MAR12,Supported Living,More than 1 year,Male,40-54,Pacific Island,753
MAR12,Supported Living,More than 1 year,Male,40-54,Other,2573
MAR12,Supported Living,More than 1 year,Male,40-54,Unspecified,287
MAR12,Supported Living,More than 1 year,Male,55-64,NZ European,8029
MAR12,Supported Living,More than 1 year,Male,55-64,Maori,2635
MAR12,Supported Living,More than 1 year,Male,55-64,Pacific Island,886
MAR12,Supported Living,More than 1 year,Male,55-64,Other,2504
MAR12,Supported Living,More than 1 year,Male,55-64,Unspecified,601
MAR12,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,NZ European,188
MAR12,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,300
MAR12,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,73
MAR12,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,24
MAR12,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,23
MAR12,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Ethnicity suppressed,49
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,NZ European,131
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Maori,274
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Pacific Island,38
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Other,18
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Unspecified,6
MAR12,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,11
MAR12,Other Main Benefit,1 year or less,Female,18-24,NZ European,38
MAR12,Other Main Benefit,1 year or less,Female,18-24,Maori,66
MAR12,Other Main Benefit,1 year or less,Female,18-24,Pacific Island,38
MAR12,Other Main Benefit,1 year or less,Female,18-24,Other,66
MAR12,Other Main Benefit,1 year or less,Female,18-24,Unspecified,6
MAR12,Other Main Benefit,1 year or less,Female,25-39,NZ European,45
MAR12,Other Main Benefit,1 year or less,Female,25-39,Maori,101
MAR12,Other Main Benefit,1 year or less,Female,25-39,Pacific Island,57
MAR12,Other Main Benefit,1 year or less,Female,25-39,Other,150
MAR12,Other Main Benefit,1 year or less,Female,25-39,Unspecified,14
MAR12,Other Main Benefit,1 year or less,Female,40-54,NZ European,35
MAR12,Other Main Benefit,1 year or less,Female,40-54,Maori,68
MAR12,Other Main Benefit,1 year or less,Female,40-54,Pacific Island,27
MAR12,Other Main Benefit,1 year or less,Female,40-54,Other,74
MAR12,Other Main Benefit,1 year or less,Female,40-54,Unspecified,8
MAR12,Other Main Benefit,1 year or less,Female,55-64,Ethnicity suppressed,95
MAR12,Other Main Benefit,1 year or less,Male,18-24,NZ European,71
MAR12,Other Main Benefit,1 year or less,Male,18-24,Maori,223
MAR12,Other Main Benefit,1 year or less,Male,18-24,Pacific Island,29
MAR12,Other Main Benefit,1 year or less,Male,18-24,Other,44
MAR12,Other Main Benefit,1 year or less,Male,18-24,Unspecified,7
MAR12,Other Main Benefit,1 year or less,Male,25-39,Ethnicity suppressed,620
MAR12,Other Main Benefit,1 year or less,Male,40-54,Ethnicity suppressed,341
MAR12,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,121
MAR12,Other Main Benefit,More than 1 year,Female,18-24,NZ European,25
MAR12,Other Main Benefit,More than 1 year,Female,18-24,Maori,104
MAR12,Other Main Benefit,More than 1 year,Female,18-24,Pacific Island,59
MAR12,Other Main Benefit,More than 1 year,Female,18-24,Other,50
MAR12,Other Main Benefit,More than 1 year,Female,18-24,Unspecified,6
MAR12,Other Main Benefit,More than 1 year,Female,25-39,NZ European,38
MAR12,Other Main Benefit,More than 1 year,Female,25-39,Maori,139
MAR12,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,93
MAR12,Other Main Benefit,More than 1 year,Female,25-39,Other,206
MAR12,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,11
MAR12,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,325
MAR12,Other Main Benefit,More than 1 year,Female,55-64,NZ European,56
MAR12,Other Main Benefit,More than 1 year,Female,55-64,Maori,37
MAR12,Other Main Benefit,More than 1 year,Female,55-64,Pacific Island,37
MAR12,Other Main Benefit,More than 1 year,Female,55-64,Other,93
MAR12,Other Main Benefit,More than 1 year,Female,55-64,Unspecified,7
MAR12,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,188
MAR12,Other Main Benefit,More than 1 year,Male,25-39,Ethnicity suppressed,796
MAR12,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,329
MAR12,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,129
JUN12,Jobseeker Support,1 year or less,Female,18-24,NZ European,2914
JUN12,Jobseeker Support,1 year or less,Female,18-24,Maori,2932
JUN12,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,896
JUN12,Jobseeker Support,1 year or less,Female,18-24,Other,796
JUN12,Jobseeker Support,1 year or less,Female,18-24,Unspecified,326
JUN12,Jobseeker Support,1 year or less,Female,25-39,NZ European,1710
JUN12,Jobseeker Support,1 year or less,Female,25-39,Maori,1582
JUN12,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,457
JUN12,Jobseeker Support,1 year or less,Female,25-39,Other,779
JUN12,Jobseeker Support,1 year or less,Female,25-39,Unspecified,60
JUN12,Jobseeker Support,1 year or less,Female,40-54,NZ European,2614
JUN12,Jobseeker Support,1 year or less,Female,40-54,Maori,1748
JUN12,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,409
JUN12,Jobseeker Support,1 year or less,Female,40-54,Other,1011
JUN12,Jobseeker Support,1 year or less,Female,40-54,Unspecified,155
JUN12,Jobseeker Support,1 year or less,Female,55-64,NZ European,1783
JUN12,Jobseeker Support,1 year or less,Female,55-64,Maori,673
JUN12,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,168
JUN12,Jobseeker Support,1 year or less,Female,55-64,Other,792
JUN12,Jobseeker Support,1 year or less,Female,55-64,Unspecified,212
JUN12,Jobseeker Support,1 year or less,Male,18-24,NZ European,4071
JUN12,Jobseeker Support,1 year or less,Male,18-24,Maori,4042
JUN12,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,946
JUN12,Jobseeker Support,1 year or less,Male,18-24,Other,986
JUN12,Jobseeker Support,1 year or less,Male,18-24,Unspecified,409
JUN12,Jobseeker Support,1 year or less,Male,25-39,NZ European,4246
JUN12,Jobseeker Support,1 year or less,Male,25-39,Maori,4167
JUN12,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,992
JUN12,Jobseeker Support,1 year or less,Male,25-39,Other,1472
JUN12,Jobseeker Support,1 year or less,Male,25-39,Unspecified,130
JUN12,Jobseeker Support,1 year or less,Male,40-54,NZ European,3848
JUN12,Jobseeker Support,1 year or less,Male,40-54,Maori,2708
JUN12,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,763
JUN12,Jobseeker Support,1 year or less,Male,40-54,Other,1245
JUN12,Jobseeker Support,1 year or less,Male,40-54,Unspecified,155
JUN12,Jobseeker Support,1 year or less,Male,55-64,NZ European,2200
JUN12,Jobseeker Support,1 year or less,Male,55-64,Maori,787
JUN12,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,276
JUN12,Jobseeker Support,1 year or less,Male,55-64,Other,778
JUN12,Jobseeker Support,1 year or less,Male,55-64,Unspecified,125
JUN12,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1499
JUN12,Jobseeker Support,More than 1 year,Female,18-24,Maori,1250
JUN12,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,195
JUN12,Jobseeker Support,More than 1 year,Female,18-24,Other,288
JUN12,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,128
JUN12,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2784
JUN12,Jobseeker Support,More than 1 year,Female,25-39,Maori,2515
JUN12,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,513
JUN12,Jobseeker Support,More than 1 year,Female,25-39,Other,708
JUN12,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,32
JUN12,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6908
JUN12,Jobseeker Support,More than 1 year,Female,40-54,Maori,4783
JUN12,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,1090
JUN12,Jobseeker Support,More than 1 year,Female,40-54,Other,2729
JUN12,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,278
JUN12,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5648
JUN12,Jobseeker Support,More than 1 year,Female,55-64,Maori,2451
JUN12,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,953
JUN12,Jobseeker Support,More than 1 year,Female,55-64,Other,2664
JUN12,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,511
JUN12,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1788
JUN12,Jobseeker Support,More than 1 year,Male,18-24,Maori,1456
JUN12,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,208
JUN12,Jobseeker Support,More than 1 year,Male,18-24,Other,331
JUN12,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,118
JUN12,Jobseeker Support,More than 1 year,Male,25-39,NZ European,5032
JUN12,Jobseeker Support,More than 1 year,Male,25-39,Maori,4362
JUN12,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,880
JUN12,Jobseeker Support,More than 1 year,Male,25-39,Other,1206
JUN12,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,82
JUN12,Jobseeker Support,More than 1 year,Male,40-54,NZ European,7329
JUN12,Jobseeker Support,More than 1 year,Male,40-54,Maori,5197
JUN12,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1223
JUN12,Jobseeker Support,More than 1 year,Male,40-54,Other,2053
JUN12,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,184
JUN12,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4172
JUN12,Jobseeker Support,More than 1 year,Male,55-64,Maori,1849
JUN12,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,761
JUN12,Jobseeker Support,More than 1 year,Male,55-64,Other,1796
JUN12,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,195
JUN12,Sole Parent Support,1 year or less,Female,18-24,NZ European,1511
JUN12,Sole Parent Support,1 year or less,Female,18-24,Maori,1957
JUN12,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,441
JUN12,Sole Parent Support,1 year or less,Female,18-24,Other,300
JUN12,Sole Parent Support,1 year or less,Female,18-24,Unspecified,148
JUN12,Sole Parent Support,1 year or less,Female,25-39,NZ European,3127
JUN12,Sole Parent Support,1 year or less,Female,25-39,Maori,2720
JUN12,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,704
JUN12,Sole Parent Support,1 year or less,Female,25-39,Other,829
JUN12,Sole Parent Support,1 year or less,Female,25-39,Unspecified,100
JUN12,Sole Parent Support,1 year or less,Female,40-54,NZ European,1138
JUN12,Sole Parent Support,1 year or less,Female,40-54,Maori,710
JUN12,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,237
JUN12,Sole Parent Support,1 year or less,Female,40-54,Other,384
JUN12,Sole Parent Support,1 year or less,Female,40-54,Unspecified,67
JUN12,Sole Parent Support,1 year or less,Female,55-64,Ethnicity suppressed,68
JUN12,Sole Parent Support,1 year or less,Male,18-24,Ethnicity suppressed,268
JUN12,Sole Parent Support,1 year or less,Male,25-39,NZ European,295
JUN12,Sole Parent Support,1 year or less,Male,25-39,Maori,549
JUN12,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,110
JUN12,Sole Parent Support,1 year or less,Male,25-39,Other,64
JUN12,Sole Parent Support,1 year or less,Male,25-39,Unspecified,10
JUN12,Sole Parent Support,1 year or less,Male,40-54,NZ European,221
JUN12,Sole Parent Support,1 year or less,Male,40-54,Maori,215
JUN12,Sole Parent Support,1 year or less,Male,40-54,Pacific Island,42
JUN12,Sole Parent Support,1 year or less,Male,40-54,Other,47
JUN12,Sole Parent Support,1 year or less,Male,40-54,Unspecified,13
JUN12,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,45
JUN12,Sole Parent Support,More than 1 year,Female,18-24,NZ European,4392
JUN12,Sole Parent Support,More than 1 year,Female,18-24,Maori,7743
JUN12,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1502
JUN12,Sole Parent Support,More than 1 year,Female,18-24,Other,684
JUN12,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,460
JUN12,Sole Parent Support,More than 1 year,Female,25-39,NZ European,12076
JUN12,Sole Parent Support,More than 1 year,Female,25-39,Maori,16191
JUN12,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3561
JUN12,Sole Parent Support,More than 1 year,Female,25-39,Other,2692
JUN12,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,305
JUN12,Sole Parent Support,More than 1 year,Female,40-54,NZ European,6102
JUN12,Sole Parent Support,More than 1 year,Female,40-54,Maori,5064
JUN12,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1409
JUN12,Sole Parent Support,More than 1 year,Female,40-54,Other,1976
JUN12,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,248
JUN12,Sole Parent Support,More than 1 year,Female,55-64,NZ European,134
JUN12,Sole Parent Support,More than 1 year,Female,55-64,Maori,307
JUN12,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,145
JUN12,Sole Parent Support,More than 1 year,Female,55-64,Other,51
JUN12,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,11
JUN12,Sole Parent Support,More than 1 year,Male,18-24,NZ European,61
JUN12,Sole Parent Support,More than 1 year,Male,18-24,Maori,306
JUN12,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,34
